image_id,crop_type,disease,severity,leaf_color_r,leaf_color_g,leaf_color_b,texture_contrast,texture_homogeneity,lesion_area_pct,image_width,image_height,brightness
10278,corn,healthy,moderate,102.978,143.725,61.548,0.11,0.894,0.76,224,256,102.75
4096,tomato,mosaic_virus,moderate,174.403,158.068,99.495,0.409,0.679,13.37,256,256,143.989
9791,potato,late_blight,severe,124.339,116.853,74.122,0.633,0.466,72.51,224,512,105.105
20790,grape,black_rot,mild,53.163,70.371,58.743,0.657,0.434,23.18,224,512,60.759
20411,grape,black_rot,mild,70.679,56.818,77.818,0.714,0.474,38.55,512,224,68.438
18875,wheat,healthy,severe,97.955,160.288,96.862,0.273,0.779,1.7,512,256,118.368
23380,grape,healthy,moderate,97.025,157.989,89.719,0.287,0.734,0.6,256,224,114.911
23508,grape,black_rot,mild,66.01,59.269,78.835,0.676,0.451,26.57,224,224,68.038
5589,potato,healthy,severe,115.907,161.367,91.6,0.217,0.816,1.12,224,224,122.958
10855,corn,rust,severe,196.459,165.688,73.906,0.539,0.534,53.46,256,224,145.351
13125,corn,gray_leaf_spot,mild,144.935,134.297,121.81,0.538,0.571,20.5,224,224,133.681
16710,wheat,septoria,mild,194.443,146.184,125.143,0.647,0.49,16.98,224,224,155.257
19343,wheat,septoria,moderate,185.554,147.924,120.518,0.734,0.385,40.38,512,512,151.332
22253,grape,black_rot,severe,63.357,51.672,59.905,0.783,0.378,63.61,512,224,58.311
24667,grape,healthy,moderate,108.92,173.979,96.24,0.128,0.867,0.83,224,256,126.38
20777,grape,downy_mildew,moderate,123.729,111.837,119.575,0.524,0.564,38.48,512,256,118.38
11878,corn,healthy,moderate,96.871,174.148,94.25,0.288,0.805,1.95,512,256,121.756
3116,tomato,late_blight,severe,141.648,108.383,80.028,0.779,0.417,59.06,224,224,110.02
11205,corn,powdery_mildew,severe,227.499,220.286,191.533,0.276,0.815,72.87,224,512,213.106
14319,corn,gray_leaf_spot,moderate,171.857,135.256,132.776,0.601,0.485,27.5,256,512,146.63
5560,potato,healthy,moderate,104.574,154.429,60.804,0.179,0.888,0.3,256,256,106.602
5722,potato,early_blight,moderate,177.633,126.923,55.926,0.682,0.415,14.93,512,256,120.161
1008,tomato,leaf_mold,severe,144.35,117.742,82.109,0.41,0.677,55.09,224,512,114.734
22476,grape,healthy,mild,91.182,181.127,69.067,0.159,0.856,0.4,224,256,113.792
9456,potato,early_blight,mild,165.417,132.922,75.689,0.475,0.575,11.7,224,512,124.676
18220,wheat,rust,mild,191.868,151.339,62.005,0.628,0.483,14.59,256,224,135.071
20659,grape,downy_mildew,mild,137.83,116.163,111.627,0.5,0.563,23.32,256,224,121.873
16382,wheat,rust,mild,195.86,141.84,98.058,0.675,0.506,10.52,512,512,145.253
12918,corn,healthy,moderate,93.712,155.514,76.985,0.289,0.807,0.69,512,256,108.737
19377,wheat,healthy,moderate,102.714,177.794,68.352,0.106,0.888,1.09,256,512,116.287
316,tomato,healthy,severe,109.638,177.975,94.688,0.264,0.79,0.48,256,512,127.434
9682,potato,early_blight,severe,174.231,159.826,56.374,0.612,0.464,19.71,224,512,130.144
16707,wheat,healthy,moderate,100.791,155.209,88.06,0.156,0.875,0.35,512,224,114.687
7142,potato,early_blight,mild,183.454,143.365,85.751,0.521,0.577,5.49,512,224,137.523
3329,tomato,early_blight,severe,190.102,123.371,79.576,0.526,0.597,44.49,224,512,131.016
7011,potato,early_blight,mild,152.749,134.899,87.837,0.629,0.497,6.69,224,224,125.162
24207,grape,healthy,severe,87.16,176.733,71.262,0.1,0.925,0.22,256,256,111.718
5990,potato,late_blight,mild,142.303,95.283,82.169,0.756,0.383,29.4,512,256,106.585
16258,wheat,rust,severe,216.961,169.79,92.069,0.609,0.547,41.37,224,256,159.607
23637,grape,downy_mildew,severe,121.322,112.338,101.776,0.698,0.48,73.0,224,224,111.812
23822,grape,downy_mildew,moderate,126.767,126.884,126.187,0.417,0.653,30.47,512,512,126.613
18916,wheat,rust,moderate,213.002,150.74,82.559,0.682,0.426,40.94,224,512,148.767
16111,wheat,healthy,moderate,90.868,167.642,81.789,0.266,0.75,1.52,512,224,113.433
21650,grape,healthy,severe,86.399,146.662,66.31,0.249,0.834,2.5,256,256,99.79
3264,tomato,healthy,severe,100.877,187.821,82.77,0.257,0.842,2.78,256,224,123.823
4690,tomato,healthy,moderate,108.803,147.766,64.005,0.16,0.86,0.65,512,256,106.858
23562,grape,powdery_mildew,mild,227.119,229.273,195.031,0.214,0.854,24.43,224,512,217.141
4677,tomato,mosaic_virus,mild,131.802,157.852,91.017,0.422,0.703,3.13,512,512,126.89
21587,grape,downy_mildew,moderate,147.364,139.558,126.359,0.509,0.642,49.5,512,512,137.76
8216,potato,late_blight,mild,122.119,110.494,93.412,0.638,0.47,21.62,256,512,108.675
7252,potato,early_blight,mild,164.474,136.237,77.56,0.524,0.572,7.55,256,256,126.09
9216,potato,healthy,mild,86.641,163.638,62.279,0.149,0.883,0.97,256,224,104.186
10912,corn,powdery_mildew,mild,207.547,230.16,210.167,0.229,0.787,25.91,512,512,215.958
8539,potato,late_blight,mild,132.753,90.527,71.831,0.618,0.46,16.67,224,256,98.37
19932,wheat,rust,mild,204.193,139.811,67.558,0.794,0.412,13.17,512,224,137.187
1653,tomato,healthy,severe,118.22,153.083,77.1,0.265,0.759,1.6,256,512,116.134
13533,corn,rust,mild,214.274,132.112,81.697,0.696,0.403,13.54,224,256,142.694
13433,corn,healthy,mild,104.599,172.166,66.651,0.182,0.832,0.71,512,512,114.472
1146,tomato,mosaic_virus,moderate,146.432,174.164,91.35,0.394,0.661,12.98,256,256,137.315
6203,potato,healthy,moderate,80.518,187.187,92.448,0.139,0.921,1.95,256,256,120.051
16686,wheat,septoria,severe,195.795,167.505,110.65,0.541,0.566,30.5,256,256,157.983
12030,corn,rust,moderate,208.379,146.8,84.667,0.569,0.579,29.34,224,256,146.615
19871,wheat,septoria,moderate,199.752,154.133,128.046,0.72,0.407,29.36,512,512,160.644
4417,tomato,early_blight,moderate,192.123,159.714,74.862,0.597,0.533,11.33,256,256,142.233
3367,tomato,healthy,moderate,80.505,158.733,84.012,0.242,0.774,1.4,512,224,107.75
8352,potato,late_blight,mild,107.955,104.503,95.567,0.526,0.617,28.24,224,224,102.675
16648,wheat,healthy,severe,116.68,174.415,79.839,0.183,0.886,0.62,224,256,123.645
9438,potato,late_blight,severe,102.243,103.8,68.558,0.507,0.636,88.23,512,256,91.534
4423,tomato,early_blight,severe,165.022,143.838,51.728,0.524,0.586,36.03,256,256,120.196
1261,tomato,healthy,mild,107.525,180.898,97.238,0.217,0.795,0.89,256,512,128.554
22466,grape,downy_mildew,moderate,151.963,131.006,93.293,0.582,0.535,54.83,224,224,125.421
12308,corn,healthy,mild,91.62,183.961,76.476,0.141,0.895,0.27,256,224,117.352
12948,corn,healthy,severe,81.199,146.388,95.445,0.198,0.843,2.04,224,224,107.677
12975,corn,healthy,moderate,85.356,186.551,88.796,0.123,0.886,1.32,256,224,120.234
21499,grape,healthy,mild,92.171,153.846,68.041,0.1,0.933,0.69,224,256,104.686
19008,wheat,healthy,mild,98.924,181.33,97.782,0.26,0.798,0.57,512,224,126.012
23138,grape,healthy,severe,106.578,189.964,65.975,0.101,0.92,2.91,512,512,120.839
6856,potato,healthy,mild,111.697,156.021,82.259,0.179,0.859,0.59,224,224,116.659
28,tomato,leaf_mold,severe,114.143,135.125,80.579,0.567,0.571,28.33,256,512,109.949
10880,corn,powdery_mildew,moderate,221.529,234.332,225.115,0.213,0.857,30.88,224,256,226.992
8405,potato,late_blight,mild,125.353,93.862,69.356,0.661,0.484,12.65,256,256,96.19
14219,corn,healthy,mild,96.668,174.648,72.494,0.162,0.856,0.29,256,256,114.603
20893,grape,downy_mildew,moderate,152.212,121.944,109.322,0.685,0.475,37.91,256,512,127.826
19807,wheat,healthy,severe,98.764,140.333,64.876,0.176,0.846,2.47,224,224,101.324
23907,grape,healthy,mild,115.911,170.608,87.933,0.247,0.757,0.61,224,512,124.817
11428,corn,healthy,mild,114.997,159.663,89.192,0.261,0.744,0.07,224,256,121.284
13451,corn,healthy,severe,112.442,157.059,76.214,0.124,0.879,0.13,512,512,115.238
22050,grape,healthy,mild,104.934,172.887,94.062,0.227,0.853,0.82,256,512,123.961
12927,corn,rust,moderate,228.589,158.275,72.581,0.695,0.406,41.22,256,512,153.148
11793,corn,gray_leaf_spot,mild,157.281,135.124,128.871,0.455,0.599,15.13,512,256,140.425
17577,wheat,powdery_mildew,mild,207.352,195.224,210.13,0.36,0.682,30.15,512,224,204.235
21309,grape,black_rot,mild,71.378,64.5,66.521,0.698,0.452,27.91,256,256,67.466
18499,wheat,powdery_mildew,moderate,218.746,216.009,202.656,0.343,0.744,47.8,224,256,212.47
4694,tomato,healthy,mild,105.422,171.941,62.929,0.222,0.862,0.67,256,224,113.431
23581,grape,black_rot,severe,55.301,59.01,62.868,0.615,0.52,70.43,256,256,59.06
3035,tomato,healthy,severe,99.976,147.814,62.983,0.299,0.771,0.26,512,512,103.591
19071,wheat,healthy,moderate,105.892,152.412,64.29,0.267,0.762,0.09,256,224,107.531
12897,corn,gray_leaf_spot,mild,149.935,140.463,102.686,0.577,0.521,21.03,512,256,131.028
1332,tomato,late_blight,mild,138.787,112.272,96.216,0.732,0.369,15.7,256,512,115.758
12000,corn,powdery_mildew,severe,210.892,219.513,193.269,0.318,0.737,95.73,512,512,207.891
20008,grape,black_rot,moderate,87.232,57.545,83.696,0.72,0.387,78.88,256,224,76.158
23309,grape,powdery_mildew,moderate,201.822,218.856,198.79,0.351,0.717,57.12,256,224,206.489
12788,corn,gray_leaf_spot,mild,163.415,151.959,131.549,0.424,0.691,10.83,512,256,148.974
6212,potato,healthy,mild,119.796,166.827,80.478,0.213,0.8,0.96,224,224,122.367
22421,grape,downy_mildew,mild,158.747,130.06,114.133,0.494,0.628,24.88,256,256,134.313
221,tomato,early_blight,moderate,164.769,129.858,52.94,0.48,0.604,25.68,224,512,115.856
20252,grape,black_rot,mild,79.629,67.943,79.233,0.843,0.347,20.18,512,256,75.602
4488,tomato,healthy,severe,91.913,159.044,89.651,0.223,0.846,0.1,256,512,113.536
3559,tomato,early_blight,mild,175.315,127.242,66.407,0.492,0.563,5.32,512,256,122.988
9542,potato,late_blight,moderate,119.42,85.902,92.481,0.618,0.46,28.16,512,256,99.268
20006,grape,black_rot,moderate,72.084,86.59,74.188,0.801,0.333,70.98,224,256,77.621
5146,potato,early_blight,mild,154.046,138.574,75.127,0.465,0.627,12.77,224,256,122.582
9407,potato,early_blight,mild,159.653,121.775,61.486,0.421,0.648,10.07,224,256,114.305
8062,potato,early_blight,moderate,175.928,145.193,66.362,0.508,0.597,10.76,224,256,129.161
17320,wheat,powdery_mildew,moderate,225.623,200.51,209.711,0.241,0.856,31.99,512,256,211.948
1884,tomato,early_blight,severe,164.962,141.618,75.572,0.672,0.458,17.46,224,256,127.384
21679,grape,black_rot,moderate,85.758,58.035,74.403,0.703,0.471,41.97,256,512,72.732
5743,potato,late_blight,severe,102.567,80.105,75.845,0.71,0.4,85.46,224,512,86.172
14489,corn,healthy,moderate,110.361,148.105,85.357,0.299,0.802,0.89,512,224,114.608
263,tomato,healthy,moderate,82.84,184.436,60.483,0.172,0.844,0.77,512,256,109.253
14651,corn,rust,moderate,204.518,144.464,92.092,0.609,0.552,15.28,512,224,147.025
11557,corn,healthy,severe,80.6,144.293,78.547,0.116,0.892,1.78,512,512,101.147
20418,grape,healthy,severe,117.385,181.491,91.81,0.139,0.852,1.04,256,512,130.229
12056,corn,healthy,moderate,94.084,148.384,73.869,0.112,0.881,0.14,512,256,105.446
13293,corn,rust,moderate,217.546,161.654,66.857,0.651,0.443,19.67,256,512,148.686
13804,corn,rust,moderate,202.275,168.28,68.376,0.747,0.401,18.87,224,512,146.31
5037,potato,late_blight,mild,120.784,98.672,90.93,0.78,0.399,16.95,512,224,103.462
7803,potato,late_blight,moderate,138.971,90.482,86.646,0.699,0.461,44.02,256,224,105.366
21822,grape,black_rot,moderate,63.041,66.185,54.12,0.76,0.396,42.93,512,224,61.115
16337,wheat,healthy,mild,82.488,145.052,87.453,0.285,0.74,0.32,512,512,104.998
7068,potato,early_blight,moderate,164.646,140.919,65.573,0.454,0.662,27.88,256,512,123.713
13643,corn,gray_leaf_spot,mild,178.074,152.053,139.638,0.405,0.676,16.51,512,256,156.588
16,tomato,late_blight,moderate,119.95,106.867,74.937,0.77,0.379,33.68,224,256,100.585
22482,grape,black_rot,moderate,81.722,69.574,87.901,0.685,0.466,42.82,512,256,79.732
12062,corn,healthy,moderate,99.907,151.501,71.965,0.253,0.803,0.42,224,512,107.791
20356,grape,powdery_mildew,moderate,224.613,224.595,214.463,0.28,0.731,33.34,512,256,221.224
22669,grape,black_rot,moderate,74.523,68.14,52.759,0.701,0.453,55.24,224,256,65.141
8778,potato,late_blight,mild,107.436,84.689,64.189,0.549,0.551,20.23,256,256,85.438
17181,wheat,healthy,mild,112.27,171.136,99.311,0.191,0.871,0.76,512,256,127.572
19497,wheat,septoria,mild,172.733,178.342,116.377,0.721,0.396,18.59,256,512,155.817
20036,grape,powdery_mildew,severe,222.633,201.636,198.129,0.298,0.72,52.34,224,224,207.466
2710,tomato,leaf_mold,severe,125.143,125.423,93.355,0.456,0.612,31.96,224,256,114.64
19109,wheat,powdery_mildew,moderate,229.276,203.585,200.927,0.387,0.642,64.95,224,512,211.263
12906,corn,gray_leaf_spot,moderate,174.818,137.04,137.066,0.46,0.658,28.89,224,224,149.641
16238,wheat,healthy,severe,97.571,173.083,76.807,0.232,0.772,0.48,512,512,115.82
11674,corn,healthy,mild,112.088,159.955,60.363,0.297,0.732,0.21,256,512,110.802
239,tomato,late_blight,moderate,113.118,114.505,81.109,0.692,0.456,46.4,512,224,102.911
16994,wheat,powdery_mildew,severe,211.202,197.355,228.96,0.29,0.814,53.53,512,224,212.506
7127,potato,late_blight,mild,107.139,114.521,77.171,0.695,0.416,22.62,224,224,99.61
12101,corn,healthy,moderate,86.417,161.579,95.367,0.26,0.746,1.97,256,256,114.454
13296,corn,healthy,mild,108.152,183.581,95.778,0.207,0.877,0.61,256,224,129.17
13664,corn,gray_leaf_spot,moderate,172.743,140.051,117.039,0.657,0.446,37.27,512,224,143.278
6661,potato,healthy,moderate,104.679,162.121,72.77,0.1,0.959,0.03,512,224,113.19
6846,potato,late_blight,severe,103.169,91.557,86.11,0.613,0.558,76.82,512,224,93.612
18351,wheat,septoria,moderate,167.868,146.762,139.598,0.544,0.567,43.06,256,512,151.409
20338,grape,black_rot,mild,72.099,75.339,64.113,0.852,0.272,35.57,512,512,70.517
5260,potato,early_blight,severe,178.94,156.532,80.182,0.564,0.547,29.03,256,512,138.551
16217,wheat,powdery_mildew,mild,236.917,220.185,221.824,0.334,0.722,26.95,256,512,226.309
16972,wheat,septoria,mild,182.772,160.413,103.862,0.523,0.533,18.0,256,256,149.016
16458,wheat,healthy,severe,108.548,172.249,61.004,0.183,0.899,2.59,512,512,113.934
17753,wheat,rust,severe,193.965,144.05,71.896,0.632,0.445,74.03,256,224,136.637
13999,corn,rust,mild,194.466,152.005,90.71,0.628,0.462,19.02,256,512,145.727
3194,tomato,healthy,moderate,104.083,168.941,62.831,0.116,0.9,1.16,224,512,111.952
9169,potato,healthy,mild,107.707,144.779,62.05,0.266,0.825,0.91,224,512,104.845
478,tomato,healthy,severe,106.277,144.39,75.288,0.292,0.778,1.88,224,256,108.652
8494,potato,early_blight,mild,182.284,155.36,56.86,0.549,0.556,5.31,224,512,131.501
14809,corn,rust,moderate,207.976,165.603,67.892,0.731,0.375,49.43,512,256,147.157
3586,tomato,healthy,moderate,93.747,173.682,83.302,0.27,0.804,1.18,512,224,116.91
9409,potato,healthy,moderate,98.401,141.444,75.655,0.137,0.928,0.1,256,512,105.167
2091,tomato,late_blight,severe,136.219,117.756,98.263,0.591,0.542,49.41,224,256,117.413
11572,corn,powdery_mildew,mild,228.987,198.433,223.424,0.284,0.763,17.21,224,512,216.948
13281,corn,gray_leaf_spot,moderate,165.783,131.011,127.879,0.641,0.45,25.16,256,512,141.558
17362,wheat,healthy,mild,116.851,151.614,65.375,0.17,0.825,0.7,224,512,111.28
2195,tomato,mosaic_virus,mild,154.342,161.806,84.062,0.251,0.83,9.24,224,224,133.403
23946,grape,powdery_mildew,moderate,200.825,233.337,227.117,0.343,0.751,58.03,224,224,220.426
14806,corn,rust,moderate,212.33,153.143,95.703,0.686,0.417,44.29,512,512,153.725
24618,grape,downy_mildew,mild,143.45,145.619,115.061,0.636,0.519,16.14,512,224,134.71
21954,grape,healthy,mild,85.494,178.157,94.902,0.113,0.862,0.25,224,224,119.518
18463,wheat,septoria,moderate,180.583,143.952,114.542,0.576,0.588,41.54,224,256,146.359
19305,wheat,rust,severe,197.348,154.539,90.871,0.506,0.548,39.8,256,512,147.586
15083,wheat,healthy,mild,94.881,159.958,86.632,0.238,0.803,0.07,512,256,113.824
24759,grape,black_rot,moderate,59.936,83.304,50.274,0.644,0.498,50.62,256,256,64.505
8959,potato,healthy,severe,95.709,159.297,93.991,0.144,0.877,1.6,512,256,116.332
847,tomato,early_blight,moderate,168.955,134.931,54.529,0.674,0.436,20.78,224,256,119.472
17844,wheat,healthy,mild,95.335,182.719,80.164,0.153,0.854,0.4,224,256,119.406
859,tomato,leaf_mold,moderate,149.205,108.871,87.043,0.318,0.738,16.29,224,256,115.04
16399,wheat,septoria,mild,187.344,161.074,112.41,0.683,0.434,20.43,256,256,153.609
23298,grape,downy_mildew,moderate,135.531,139.265,102.862,0.621,0.533,38.44,256,224,125.886
12306,corn,gray_leaf_spot,moderate,155.127,143.274,110.59,0.46,0.617,39.96,512,224,136.33
15879,wheat,powdery_mildew,mild,207.264,223.095,202.996,0.23,0.809,32.03,512,512,211.118
11939,corn,gray_leaf_spot,moderate,174.443,135.556,123.842,0.631,0.482,39.86,256,256,144.614
7976,potato,late_blight,mild,135.197,104.864,70.634,0.61,0.519,28.94,256,224,103.565
11371,corn,healthy,moderate,105.616,185.96,67.367,0.285,0.776,1.76,512,224,119.648
10711,corn,healthy,mild,104.659,163.099,95.845,0.221,0.839,0.36,224,256,121.201
3798,tomato,healthy,mild,90.552,176.177,86.685,0.256,0.748,0.56,224,512,117.805
600,tomato,early_blight,moderate,168.088,139.219,67.443,0.477,0.637,29.48,224,256,124.917
15525,wheat,healthy,mild,112.28,142.814,81.842,0.268,0.806,0.79,512,224,112.312
13547,corn,powdery_mildew,moderate,229.553,217.824,193.102,0.393,0.655,67.85,512,256,213.493
19650,wheat,powdery_mildew,mild,235.3,223.957,205.179,0.341,0.732,24.38,224,256,221.479
22978,grape,black_rot,mild,76.642,68.534,89.284,0.74,0.41,22.5,512,256,78.153
1977,tomato,mosaic_virus,moderate,172.346,162.979,106.655,0.206,0.865,15.23,256,224,147.327
18504,wheat,healthy,severe,108.98,164.36,70.422,0.13,0.896,2.88,256,224,114.587
11402,corn,healthy,moderate,108.519,174.082,60.282,0.192,0.806,1.77,512,224,114.294
7343,potato,early_blight,mild,184.201,121.216,79.03,0.538,0.535,14.18,512,256,128.149
5630,potato,early_blight,severe,182.471,129.116,52.048,0.611,0.534,26.49,224,256,121.212
20658,grape,black_rot,mild,50.814,74.557,81.172,0.681,0.495,26.72,512,224,68.848
3268,tomato,leaf_mold,moderate,143.178,127.869,91.019,0.424,0.682,15.01,224,256,120.689
18831,wheat,powdery_mildew,mild,211.279,195.906,225.119,0.21,0.836,27.15,256,224,210.768
19021,wheat,septoria,moderate,173.924,156.282,117.619,0.603,0.508,26.38,224,512,149.275
13224,corn,powdery_mildew,mild,229.004,227.654,219.867,0.273,0.816,19.2,256,512,225.508
24898,grape,black_rot,moderate,61.927,81.27,62.164,0.768,0.355,41.55,512,256,68.454
1449,tomato,healthy,severe,87.906,154.75,62.451,0.19,0.86,0.09,512,512,101.702
15136,wheat,septoria,mild,171.89,177.35,104.484,0.667,0.424,18.98,224,256,151.241
24642,grape,powdery_mildew,mild,228.079,204.759,209.143,0.232,0.812,26.22,512,224,213.994
17193,wheat,rust,mild,210.132,135.843,82.869,0.526,0.62,21.15,224,224,142.948
12370,corn,healthy,severe,107.38,168.599,92.268,0.227,0.838,2.37,224,512,122.749
22948,grape,healthy,moderate,88.423,173.326,86.937,0.165,0.886,0.36,224,512,116.229
11934,corn,healthy,moderate,107.607,153.887,65.437,0.122,0.934,1.61,224,256,108.977
17393,wheat,powdery_mildew,mild,233.327,224.538,207.561,0.375,0.698,31.21,256,256,221.809
6574,potato,healthy,moderate,99.718,155.553,65.548,0.183,0.822,0.61,224,256,106.94
7185,potato,early_blight,mild,169.708,150.562,64.735,0.432,0.611,7.63,256,224,128.335
3865,tomato,healthy,mild,113.083,188.975,84.663,0.132,0.931,0.95,512,256,128.907
2646,tomato,early_blight,severe,180.669,142.854,80.516,0.468,0.668,34.42,512,256,134.68
12252,corn,gray_leaf_spot,severe,144.69,136.436,135.555,0.594,0.544,41.93,256,512,138.894
8723,potato,late_blight,moderate,137.31,90.363,82.856,0.795,0.38,58.77,256,512,103.51
21274,grape,downy_mildew,mild,150.195,140.374,109.44,0.579,0.535,14.14,256,256,133.336
19983,wheat,rust,moderate,212.146,159.085,93.284,0.584,0.496,15.53,224,512,154.838
22400,grape,downy_mildew,moderate,134.04,138.119,91.748,0.495,0.629,45.38,224,512,121.302
3091,tomato,leaf_mold,mild,119.626,111.592,84.226,0.589,0.568,12.04,256,224,105.148
18371,wheat,rust,mild,194.52,137.233,88.735,0.738,0.428,11.01,224,256,140.163
16950,wheat,healthy,mild,100.049,185.571,72.677,0.174,0.816,0.71,224,512,119.432
2998,tomato,mosaic_virus,severe,130.034,166.051,113.477,0.451,0.62,16.29,224,256,136.521
11169,corn,gray_leaf_spot,moderate,159.043,141.721,114.805,0.635,0.493,26.99,256,512,138.523
9036,potato,healthy,severe,110.298,181.313,62.688,0.141,0.908,0.68,256,512,118.1
18984,wheat,powdery_mildew,severe,225.916,227.575,195.874,0.203,0.805,68.92,256,256,216.455
18395,wheat,powdery_mildew,moderate,229.83,222.916,200.139,0.304,0.801,54.6,224,256,217.628
2642,tomato,leaf_mold,moderate,128.71,109.529,86.482,0.416,0.652,16.99,512,224,108.24
22262,grape,downy_mildew,moderate,131.758,131.325,97.305,0.522,0.569,45.25,224,224,120.129
20362,grape,healthy,moderate,115.49,178.201,97.081,0.197,0.833,0.88,512,512,130.257
7015,potato,early_blight,mild,173.31,126.922,63.74,0.43,0.666,7.88,256,224,121.324
10805,corn,gray_leaf_spot,mild,164.444,137.032,105.087,0.63,0.457,14.04,224,224,135.521
23929,grape,powdery_mildew,mild,210.125,206.294,192.442,0.204,0.88,23.25,224,224,202.954
14524,corn,rust,mild,200.339,155.523,97.576,0.792,0.333,21.63,512,512,151.146
488,tomato,early_blight,mild,171.978,155.376,80.947,0.486,0.578,7.94,224,512,136.1
21055,grape,downy_mildew,moderate,141.722,110.317,106.62,0.417,0.666,45.63,512,512,119.553
13833,corn,rust,moderate,211.021,168.01,63.371,0.541,0.533,17.82,224,256,147.467
65,tomato,healthy,mild,101.365,153.716,98.972,0.211,0.851,0.13,256,224,118.018
14714,corn,powdery_mildew,moderate,211.56,218.999,192.039,0.362,0.717,36.41,224,256,207.533
17748,wheat,septoria,mild,190.023,157.173,130.078,0.592,0.54,15.59,224,256,159.091
12590,corn,powdery_mildew,mild,233.001,219.268,199.706,0.345,0.721,24.79,224,224,217.325
15321,wheat,rust,moderate,204.632,133.644,60.914,0.646,0.473,37.18,512,256,133.063
4675,tomato,mosaic_virus,mild,138.974,157.491,86.072,0.234,0.801,8.3,512,256,127.512
2501,tomato,healthy,moderate,109.323,160.58,86.849,0.272,0.816,1.09,224,512,118.917
15144,wheat,septoria,mild,180.392,144.259,124.741,0.559,0.535,16.97,224,224,149.797
11423,corn,rust,moderate,192.914,144.538,95.881,0.736,0.431,22.84,224,256,144.444
1924,tomato,healthy,mild,88.587,169.386,90.213,0.128,0.921,0.94,512,224,116.062
18142,wheat,rust,mild,196.649,159.96,83.558,0.542,0.536,17.17,512,224,146.722
16803,wheat,powdery_mildew,mild,209.902,217.325,198.724,0.286,0.746,33.62,224,224,208.65
16412,wheat,rust,moderate,208.79,153.61,97.787,0.684,0.408,30.73,256,256,153.396
6643,potato,healthy,moderate,109.881,160.606,64.285,0.16,0.864,1.31,224,224,111.591
14792,corn,gray_leaf_spot,moderate,156.139,165.068,115.622,0.451,0.596,26.28,512,256,145.61
9885,potato,late_blight,moderate,122.366,105.091,97.399,0.771,0.425,49.94,512,256,108.285
17351,wheat,powdery_mildew,moderate,201.767,218.559,191.374,0.343,0.707,53.55,256,224,203.9
19616,wheat,healthy,moderate,91.255,147.229,74.929,0.29,0.721,1.23,256,256,104.471
18705,wheat,rust,moderate,207.381,158.673,74.862,0.598,0.564,28.49,224,256,146.972
1612,tomato,healthy,moderate,83.361,147.892,95.64,0.235,0.821,1.58,512,512,108.964
9790,potato,healthy,moderate,114.83,145.134,65.55,0.145,0.837,0.4,224,224,108.505
21800,grape,downy_mildew,moderate,157.48,112.92,111.453,0.533,0.619,34.09,512,224,127.284
5137,potato,healthy,moderate,84.512,154.25,69.538,0.216,0.867,0.08,512,224,102.767
16211,wheat,healthy,moderate,102.756,161.306,72.224,0.123,0.873,0.35,512,512,112.095
4651,tomato,leaf_mold,severe,115.893,111.559,87.996,0.316,0.724,40.59,512,512,105.149
18516,wheat,rust,moderate,196.379,142.176,67.447,0.558,0.572,37.95,256,224,135.334
11920,corn,powdery_mildew,severe,214.721,226.79,193.871,0.23,0.798,86.38,224,224,211.794
7368,potato,late_blight,moderate,121.362,111.446,92.632,0.515,0.585,31.11,224,256,108.48
8014,potato,healthy,moderate,103.019,144.97,91.633,0.109,0.952,1.91,512,512,113.207
4593,tomato,leaf_mold,mild,110.659,111.988,70.668,0.453,0.617,8.62,512,224,97.772
20583,grape,healthy,moderate,94.039,182.308,64.89,0.139,0.878,0.48,224,512,113.746
552,tomato,early_blight,mild,184.463,151.193,54.848,0.561,0.6,8.33,256,256,130.168
19827,wheat,rust,moderate,201.771,148.501,86.644,0.521,0.586,31.45,256,512,145.639
16510,wheat,powdery_mildew,mild,200.904,212.626,192.187,0.301,0.767,30.72,224,224,201.906
7197,potato,late_blight,severe,129.896,80.446,80.021,0.688,0.447,88.42,224,224,96.788
23063,grape,powdery_mildew,moderate,220.176,199.927,221.108,0.29,0.777,49.87,512,224,213.737
4223,tomato,late_blight,severe,115.669,90.016,82.402,0.769,0.336,42.7,256,256,96.029
6302,potato,early_blight,moderate,184.478,143.223,51.642,0.534,0.616,29.79,224,224,126.448
12170,corn,powdery_mildew,moderate,208.576,229.727,223.044,0.203,0.882,46.83,224,224,220.449
14990,corn,healthy,severe,88.462,181.063,77.472,0.11,0.919,0.03,256,512,115.666
15448,wheat,healthy,moderate,106.576,183.106,83.426,0.269,0.749,0.78,512,512,124.369
15447,wheat,rust,mild,205.042,165.181,88.721,0.667,0.431,22.58,512,224,152.981
9997,potato,healthy,mild,85.653,153.151,80.888,0.162,0.873,0.44,224,224,106.564
8776,potato,healthy,moderate,85.912,187.124,82.405,0.205,0.807,0.29,224,224,118.48
21194,grape,black_rot,mild,80.026,89.947,56.543,0.846,0.358,31.62,512,256,75.505
17075,wheat,healthy,severe,114.171,183.286,68.817,0.24,0.781,2.85,224,512,122.091
12629,corn,rust,moderate,197.403,155.263,80.122,0.546,0.545,40.1,224,256,144.263
24028,grape,healthy,moderate,94.361,176.042,90.953,0.224,0.813,0.8,224,256,120.452
20188,grape,healthy,mild,110.772,185.007,83.849,0.207,0.858,0.27,224,224,126.543
7531,potato,late_blight,severe,131.111,99.821,79.824,0.529,0.583,79.35,256,256,103.585
